"ID","SENSORTYPE_ID","LOCATION_ID","VALUE","MEASURE_TIME"
"541","1","1","5.69","2012-04-14 17:59:22.722"
"542","2","1","513.0","2012-04-14 17:59:22.723"
"543","3","1","364.0","2012-04-14 17:59:22.723"
"544","1","1","5.76","2012-04-14 17:59:32.727"
"545","2","1","513.0","2012-04-14 17:59:32.727"
"546","3","1","365.0","2012-04-14 17:59:32.727"
"547","1","1","5.84","2012-04-14 17:59:42.801"
"548","2","1","512.0","2012-04-14 17:59:42.802"
"549","3","1","357.0","2012-04-14 17:59:42.802"
"550","1","1","5.76","2012-04-14 17:59:52.888"
"551","2","1","512.0","2012-04-14 17:59:52.888"
"552","3","1","362.0","2012-04-14 17:59:52.889"
"553","1","1","5.76","2012-04-14 18:00:03.0"
"554","2","1","514.0","2012-04-14 18:00:03.0"
"555","3","1","362.0","2012-04-14 18:00:03.0"
"556","1","1","5.84","2012-04-14 18:00:13.021"
"557","2","1","512.0","2012-04-14 18:00:13.021"
"558","3","1","363.0","2012-04-14 18:00:13.022"
"559","1","1","5.76","2012-04-14 18:00:23.03"
"560","2","1","512.0","2012-04-14 18:00:23.13"
"561","3","1","365.0","2012-04-14 18:00:23.131"
"562","1","1","5.84","2012-04-14 18:00:33.087"
"563","2","1","512.0","2012-04-14 18:00:33.088"
"564","3","1","365.0","2012-04-14 18:00:33.088"
"565","1","1","5.92","2012-04-14 18:00:43.144"
"566","2","1","513.0","2012-04-14 18:00:43.144"
"567","3","1","365.0","2012-04-14 18:00:43.145"
"568","1","1","5.84","2012-04-14 18:00:53.218"
"569","2","1","514.0","2012-04-14 18:00:53.219"
"570","3","1","365.0","2012-04-14 18:00:53.219"
"571","1","1","5.92","2012-04-14 18:01:03.271"
"572","2","1","513.0","2012-04-14 18:01:03.272"
"573","3","1","359.0","2012-04-14 18:01:03.272"
"574","1","1","5.92","2012-04-14 18:01:13.383"
"575","2","1","512.0","2012-04-14 18:01:13.384"
"576","3","1","367.0","2012-04-14 18:01:13.384"
"577","1","1","5.92","2012-04-14 18:01:23.37"
"578","2","1","512.0","2012-04-14 18:01:23.371"
"579","3","1","361.0","2012-04-14 18:01:23.371"
"580","1","1","5.84","2012-04-14 18:01:33.485"
"581","2","1","513.0","2012-04-14 18:01:33.486"
"582","3","1","367.0","2012-04-14 18:01:33.487"
"583","1","1","5.84","2012-04-14 18:01:43.518"
"584","2","1","512.0","2012-04-14 18:01:43.519"
"585","3","1","368.0","2012-04-14 18:01:43.519"
